0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,x
310760,1.0484075331515474,73.75977682782226,3.3054172380361706,1.229630447931651,72.94972887740973,13.600726285315432,2.6330543784053044,70.51468059211278,36.6470227810596,23.64408785190902,69.59410258630608,197.92396232063768,244.34876470473063,70.9083680868195,337.5413394392308,1.0484075331515474,73.75977682782226,3.3054172380361706,1.229630447931651,72.94972887740973,13.600726285315432,2.6330543784053044,70.51468059211278,36.6470227810596,23.64408785190902,69.59410258630608,197.92396232063768,244.34876470473063,70.9083680868195,337.5413394392308,1.0484075331515474,73.75977682782226,1.818080646736049,101.76040614831018,39.49909196020764,0.7103136100079055,0.0622739540765701,1.229630447931651,72.94972887740971,3.687916252481508,100.57385738451455,46.060119169028695,3.624961544198233,0.1481715774327615,2.633054378218907,70.51468057919436,6.053678255922858,98.43910836082426,58.93319779895143,10.19475010627464,0.2478884829132187,23.5373128433252,68.76341569626268,6.774242768175264,97.09248339791984,65.40971087667938,17.891086384497697,0.3868439210244719,236.52174140833844,68.45163775295919,6.847810538178723,96.78990541612164,66.36038166368499,16.810431170045916,0.3582491506202869,1.0484075331515474,0.9892136010528182,0.0211134614544561,1.229630447931651,0.9163803503380664,0.0682348930974805,2.633054378218907,0.7384353269108513,0.1325898630850219,23.5373128433252,0.630614292211056,0.1229614256643762,236.52174140833847,0.6116411574826764,1.2126481520877412,1.0304181200552112,74.0,9.5367431640625e-07,104.65180361560904,9.094947017729282e-13,-2.8852612224223574e-56,0.0,1.1373843514373394,74.0,0.0,104.65180361560904,0.0,7.253211460727459e-36,0.0,1.977551838187216,73.99999999999999,1.3486991523486091e-06,104.65180361560904,1.8189894035458565e-12,5.648363979255983e-31,0.0,14.73337548707437,73.99999999999999,1.6518123698891422e-06,104.651803615609,6.101075935020498e-12,2.344876778619172e-28,6.076921129854853e-17,142.78496394582854,74.00000000000011,3.162979879718208e-06,104.65180361560914,1.0645362554641566e-11,8.138115898384922e-28,1.3489546789379383e-16,1
15151,1.037417051317044,60.50494515949349,6.814262618811881,1.155889024120763,61.88811058313222,22.868586589715505,2.0249921668756268,67.07672178276067,48.9941137680471,15.85830829302702,72.28443167921893,20.547100266958296,151.70754338262196,73.21763063378164,85.3136570570814,1.037417051317044,60.50494515949349,6.814262618811881,1.155889024120763,61.88811058313222,22.868586589715505,2.0249921668756268,67.07672178276067,48.9941137680471,15.85830829302702,72.28443167921893,20.547100266958296,151.70754338262196,73.21763063378164,85.3136570570814,1.037417051317044,60.50494515949349,2.610414261915507,85.60207183927916,10.10193105772266,0.2692441401689903,0.0377693195969076,1.155889024120763,61.88811058313222,4.782111101774561,87.59083546429864,33.034913803583,3.226297961071479,0.1381764531027932,2.0249921668756263,67.07672178276069,6.999579542233026,94.89773533822544,69.280548140341,24.848039538845693,0.50721935492007,15.858255582275108,72.28386424316507,4.5222005785239,102.17328460792132,29.92418535994595,19.32613869655601,0.9143459929403186,151.33412996325873,72.79869661600254,3.771080832961304,102.85463686688792,22.139557286593423,12.887662730955414,0.8296400620050344,1.037417051317044,0.9587762465330611,8.82616550798021e-05,1.155889024120763,0.9637725518281608,0.0002980208274132,2.0249921668756268,0.982700721906548,0.0010952879289802,15.858255582275104,0.9411734034473764,8.345278108103098,151.3341299632586,241063.4202207024,371285723236289.25,1.000000000000005,60.0,0.0,84.85281374238569,4.547473508864641e-13,0.0,0.0,1.0000000027372786,60.0,6.743495761743046e-07,84.8528137423857,4.547473508864641e-13,4.455633998233e-312,0.0,1.0013988685006616,59.99999999999999,6.743495761743046e-07,84.85281374238569,4.547473508864641e-13,5.3612835846682315e-168,0.0,1.7752490994531591,59.99999999999999,9.5367431640625e-07,84.85281374238569,1.016845989170083e-12,1.042825858105687e-38,1.6215360780569212e-26,10.07124335170136,59.99999999999999,6.743495761743046e-07,84.85281374238569,1.4380373887290168e-12,4.4518962771359677e-29,5.652157201132252e-17,0
651710,78.21626774416268,60.40831723419468,8.196010287405898,127.79620129340424,60.27456855432377,5.385488098590486,342.0740429881008,60.15651908667223,2.763843441576228,3197.230587163601,60.12467940547196,1.904278327973316,31620.227970630396,60.13280579379718,2.102163665973876,78.21626774416268,60.40831723419468,8.196010287405898,127.79620129340424,60.27456855432377,5.385488098590486,342.0740429881008,60.15651908667223,2.763843441576228,3197.230587163601,60.12467940547196,1.904278327973316,31620.227970630396,60.13280579379718,2.102163665973876,1.0007051916432823,82.99224835831683,0.2919040434225666,82.99224835831683,0.0852079705664436,0.0,0.0,1.0154366526508232,82.8327781662049,1.3459112266595006,82.8327781662049,1.8114770300480811,0.0,0.0,1.380245466677497,79.96970227442083,4.914326147506688,79.96970227442083,24.15060148406792,0.0,0.0,5.0503704439072825,75.47662926477473,5.231691310764085,75.47662926477473,27.370593971124435,0.0,0.0,38.85987400270967,75.9553700151046,5.41718035005861,75.9553700151046,29.34584294506112,0.0,0.0,1.0007051916432823,2.128514016214284,0.0107015151879075,1.0154366526508232,2.1473806960136166,0.423591075113146,1.380245466677497,3.054910810831948,12.229631069939831,5.0503704439072825,3.994841662391624,27.06011833084192,38.85987400270967,3.840127746224718,23.07953922076118,1.0,83.0,0.0,83.0,0.0,0.0,0.0,1.0,83.0,0.0,83.0,0.0,0.0,0.0,1.0,83.0,0.0,83.0,0.0,0.0,0.0,1.0,83.0,0.0,83.0,0.0,0.0,0.0,1.0,83.0,0.0,83.0,0.0,0.0,0.0,1
21447,2.516835540902001,80.9011111937881,22.967996965131533,4.088765845486817,80.44951733706317,31.70638418598628,7.330569632460342,79.9737841891906,40.060703210226166,49.62386860206582,79.36719156216901,42.60953465118564,683.5364873842615,79.53934366994875,25.10030631985137,2.516835540902001,80.9011111937881,22.967996965131533,4.088765845486817,80.44951733706317,31.70638418598628,7.330569632460342,79.9737841891906,40.060703210226166,49.62386860206582,79.36719156216901,42.60953465118564,683.5364873842615,79.53934366994875,25.10030631985137,1.1726556348185355,82.0,0.0,82.0,0.0,0.0,0.0,1.3485848065439734,81.99999999998079,1.239776611328125e-05,81.99999999998079,1.5370460459962487e-10,0.0,0.0,1.7039419251476453,81.99924630466495,0.0776466008593568,81.99924630466495,0.0060289946250122,0.0,0.0,5.981892136659591,80.09214173198495,3.4092437538680693,80.09214173198495,11.622942973288446,0.0,0.0,76.13017983697549,79.96524930557703,3.48393386374305,79.96524930557703,12.137795166935575,0.0,0.0,1.1726556348185355,2.2307869681136068,17.214091595993537,1.3485848065439734,3.533387562375772,26.27823979574857,1.7039419251476453,5.343311722073674,33.236580104182664,5.981892136659591,3.35538468795602,24.72222020712978,76.13017983697549,93182.59453480656,143531105991901.94,1.1726556348185355,82.0,0.0,82.0,0.0,0.0,0.0,1.3485848065407346,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,1.7037813935126254,82.0,0.0,82.0,0.0,0.0,0.0,4.555316840247079,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,56.76693780074661,82.00000000000001,1.3486991523486091e-06,82.00000000000001,1.8189894035458565e-12,0.0,0.0,0
481653,46.16830445735087,60.10737851025682,1.539740328343214,80.09760357975713,60.1244250228198,1.8865679082127824,288.050736123629,60.12686791378396,2.016314428452461,3131.074157999461,60.12751516624998,1.934464859947184,31550.97292346862,60.13111450061051,2.0440488164194903,46.16830445735087,60.10737851025682,1.539740328343214,80.09760357975713,60.1244250228198,1.8865679082127824,288.050736123629,60.12686791378396,2.016314428452461,3131.074157999461,60.12751516624998,1.934464859947184,31550.97292346862,60.13111450061051,2.0440488164194903,1.0577008117910438,60.0,0.0,60.0,0.0,0.0,0.0,1.200600466089947,59.99999999999999,6.743495761743046e-07,59.99999999999999,4.547473508864641e-13,0.0,0.0,2.0614390314849507,59.99999999999999,1.3486991523486091e-06,59.99999999999999,1.8189894035458565e-12,0.0,0.0,13.609209556484643,60.0,0.0,60.0,0.0,0.0,0.0,130.8339523611595,60.00000000000005,1.7841612752790171e-06,60.00000000000005,3.183231456205249e-12,0.0,0.0,1.0577008117910438,0.8420537795910169,0.002040318240161,1.200600466089947,0.8674286107894746,0.0079740933629534,2.0614390314849507,0.9726587853270932,0.0493058409464407,13.609209556484643,1.1050289024419448,0.1165839528934589,130.8339523611595,354.7149006509246,544715070360.123,45.3051069542453,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,78.08432117846621,59.99999999999999,6.743495761743046e-07,59.99999999999999,4.547473508864641e-13,0.0,0.0,280.48247492588973,60.00000000000006,1.6518123698891422e-06,60.00000000000006,2.7284841053187847e-12,0.0,0.0,3047.337131282634,60.00000000000012,5.993750138271587e-06,60.00000000000012,3.5925040720030665e-11,0.0,0.0,30713.419712648232,59.99999999999967,6.217195897295617e-06,59.99999999999967,3.865352482534945e-11,0.0,0.0,1
561051,46.00413142665057,60.15456902256355,2.1346992823569053,79.07144255070119,60.13891108105971,1.9033741582338732,279.04805008805704,60.121360340290295,1.6763356921146624,3129.4110406392297,60.14138053978943,2.166322314321405,31547.691890829657,60.14016966683102,2.793865016273685,46.00413142665057,60.15456902256355,2.1346992823569053,79.07144255070119,60.13891108105971,1.9033741582338732,279.04805008805704,60.121360340290295,1.6763356921146624,3129.4110406392297,60.14138053978943,2.166322314321405,31547.691890829657,60.14016966683102,2.793865016273685,1.0420803779163854,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,1.1661321332572323,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,2.002518994419197,60.0,0.0,60.0,0.0,0.0,0.0,13.553669893979531,60.00000000000001,6.743495761743046e-07,60.00000000000001,4.547473508864641e-13,0.0,0.0,130.74162042459423,60.00000000000001,9.5367431640625e-07,60.00000000000001,9.094947017729282e-13,0.0,0.0,1.0420803779163854,0.926698001310044,0.0004437922080406,1.1661321332572323,0.939243443577516,0.0023385450354367,2.002518994419197,1.0067254298264918,0.0287219996740908,13.553669893979531,1.1089916586599635,0.0953665034393713,130.74162042459423,38.80443161716198,58069460796.04892,44.93698031369093,59.99999999999999,0.0,59.99999999999999,0.0,0.0,0.0,76.74854153110519,60.00000000000003,1.5078914929239175e-06,60.00000000000003,2.273736754432321e-12,0.0,0.0,270.7601735268757,59.99999999999998,9.5367431640625e-07,59.99999999999998,9.094947017729282e-13,0.0,0.0,3044.9406825962064,59.999999999999964,2.78041453115716e-06,59.999999999999964,7.73070496506989e-12,0.0,0.0,30718.00288197388,60.0000000000003,8.395584517316346e-06,60.0000000000003,7.048583938740194e-11,0.0,0.0,1
5713,3.789847967912534,352.1152334194381,28132.975927149804,4.1153999822469896,341.2494106870374,29542.46607058881,5.865199217367043,274.1335589432113,33733.66353261056,29.926375849069,135.06999040592092,13604.803868696152,209.9836176534276,114.41598913563936,7519.520811488819,3.789847967912534,352.1152334194381,28132.975927149804,4.1153999822469896,341.2494106870374,29542.46607058881,5.865199217367043,274.1335589432113,33733.66353261056,29.926375849069,135.06999040592092,13604.803868696152,209.9836176534276,114.41598913563936,7519.520811488819,1.0638081665601595,84.94342117495567,5.534192300322259,144.5834873045952,30.627284416946168,1.2542912767718502e-10,4.879628138717343e-07,1.282915812942344,87.10470554331506,9.910634393318317,145.8637411932183,98.22067407802446,6.634113003092645e-06,0.0002034091309555,2.9221113709105566,90.61721839013718,14.704728676323787,148.0046270971741,216.22904940471267,0.0723778430296711,0.0241951032088438,26.50436794709179,93.59121527683789,16.336609406282744,148.43562568177035,285.3696121950618,18.9057640394448,0.1151314004872544,197.7340766822258,93.2343498504814,16.466177819149635,146.1321909669097,334.537097099557,47.77043179350197,0.2072435804553716,1.0638081665601595,0.9695947097086196,0.0290127639024948,1.282915812942344,0.8880575413995917,0.0965561311299906,2.922111370910556,0.6790935613556263,0.2024039961183844,26.50436794709179,65.43274629505483,99929648858.217,197.73407668222583,1978504.545089791,3043864849665681.0,1.0000000289314646,83.99999999999999,1.3486991523486091e-06,83.99999999999999,1.8189894035458565e-12,0.0,0.0,1.0000299793526404,84.00000000000001,1.3486991523486091e-06,84.00000000000001,1.8189894035458565e-12,0.0,0.0,1.0310651949627976,84.0,0.0,84.0,0.0,0.0,0.0,1.7066874981162383,84.0,9.5367431640625e-07,84.0,9.094947017729282e-13,0.0,0.0,1.9658790378809057,84.0,0.0,84.0,0.0,0.0,0.0,0
438888,99.32960415727032,60.05928102305091,0.7812257329160275,137.68429184986803,60.082818581352015,1.089543650320138,335.71054140506726,60.10473686010224,1.443488720867208,3166.011450025024,60.12914508431944,1.892731125211867,31573.612805224697,60.13172683395501,2.0736558740991318,99.32960415727032,60.05928102305091,0.7812257329160275,137.68429184986803,60.082818581352015,1.089543650320138,335.71054140506726,60.10473686010224,1.443488720867208,3166.011450025024,60.12914508431944,1.892731125211867,31573.612805224697,60.13172683395501,2.0736558740991318,1.0282481439810065,60.00000000000001,9.5367431640625e-07,60.00000000000001,9.094947017729282e-13,0.0,0.0,1.1190175648282823,60.00000000000001,9.5367431640625e-07,60.00000000000001,9.094947017729282e-13,0.0,0.0,1.704543779574235,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,13.098183129654789,59.99999999999999,6.743495761743046e-07,59.99999999999999,4.547473508864641e-13,0.0,0.0,130.3858914058833,59.99999999999999,2.132480599880018e-06,59.99999999999999,4.547473508864641e-12,0.0,0.0,1.0282481439810065,1.0615261543620609,0.0368210771222041,1.1190175648282823,1.1525936834172312,0.1297304996121451,1.704543779574235,1.3620788946951583,0.2872947227305547,13.098183129654789,1.1509368311188646,0.1518138227834644,130.3858914058833,1179.0190696040286,1814508008914.1497,98.85198975314952,60.000000000000014,9.5367431640625e-07,60.000000000000014,9.094947017729282e-13,0.0,0.0,136.64725496167196,60.000000000000014,1.1680077279964342e-06,60.000000000000014,1.3642420526593924e-12,0.0,0.0,330.87227815701686,59.999999999999964,1.7841612752790171e-06,59.999999999999964,3.183231456205249e-12,0.0,0.0,3086.5489477035358,59.99999999999989,0.0,59.99999999999989,0.0,0.0,0.0,30747.899872127327,59.999999999999744,3.754619538312822e-06,59.999999999999744,1.4097167877480388e-11,0.0,0.0,1
23483,4.641675055584574,81.9999999999944,4.365574568510056e-11,7.216955234837125,81.99999985795979,1.1363335943315178e-06,18.68627846805113,81.99709629270365,0.0242986196672063,71.43934327229864,80.2233454212351,14.192575823536572,702.829966664714,79.5237329909008,21.712265780393864,4.641675055584574,81.9999999999944,4.365574568510056e-11,7.216955234837125,81.99999985795979,1.1363335943315178e-06,18.68627846805113,81.99709629270365,0.0242986196672063,71.43934327229864,80.2233454212351,14.192575823536572,702.829966664714,79.5237329909008,21.712265780393864,1.2051533846884477,82.0,0.0,82.0,0.0,0.0,0.0,1.526820161152792,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,2.959302635338382,81.99999932606559,0.0023219552981609,81.99999932606559,5.391476406657603e-06,0.0,0.0,8.102432753393973,81.62430593673753,1.6924557533157063,81.62430593673753,2.8644064769314355,0.0,0.0,74.17225811395375,80.47621318636156,3.141395908778059,80.47621318636156,9.868368255687528,0.0,0.0,1.2051533846884477,0.5132552399598547,0.0453413070240403,1.526820161152792,0.5737092053671697,1.19761749714728,2.959302635338382,1.6100907856818731,19.60325166181809,8.102432753393973,2.845818704819876,37.32220386449121,74.17225811395375,56826.00504664467,87531071009740.02,1.2051533846884477,82.0,0.0,82.0,0.0,0.0,0.0,1.526820161152792,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,2.9593023860414007,82.0,0.0,82.0,0.0,0.0,0.0,7.721928267964805,82.0,0.0,82.0,0.0,0.0,0.0,60.0444195074748,82.00000000000001,0.0,82.00000000000001,0.0,0.0,0.0,0
203695,47.149130615433954,60.071564401288526,0.9940183221879124,73.26282925738674,60.1005239607633,1.387747395353017,268.4492621828802,60.10987555378739,1.5808353647012154,3134.1559625610225,60.13989084351365,7.277883149638455,25761.750192319163,60.26412994173061,17.124770423028167,47.149130615433954,60.071564401288526,0.9940183221879124,73.26282925738674,60.1005239607633,1.387747395353017,268.4492621828802,60.10987555378739,1.5808353647012154,3134.1559625610225,60.13989084351365,7.277883149638455,25761.750192319163,60.26412994173061,17.124770423028167,1.0527564064548656,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,1.1841125223067226,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,2.0203352141128104,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,13.93708601174282,59.99999999999999,0.0,59.99999999999999,0.0,0.0,0.0,107.6186464560588,59.99999999999998,2.3360154559928683e-06,59.99999999999998,5.4569682106375694e-12,0.0,0.0,1.0527564064548656,0.8728316710550929,0.0077407721545124,1.1841125223067226,0.9123103099933402,0.0202557903256824,2.0203352141128104,0.9968207236233088,0.0335422765989693,13.93708601174282,1.0776512903192697,653818.2077077805,107.6186464560588,1033223.2731659272,1590560197348848.5,46.85373725578879,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,72.41875563132169,59.99999999999997,1.5078914929239175e-06,59.99999999999997,2.273736754432321e-12,0.0,0.0,262.8375100297389,60.00000000000004,1.3486991523486091e-06,60.00000000000004,1.8189894035458565e-12,0.0,0.0,3054.4617698916595,60.00000000000018,5.046370145920927e-06,60.00000000000018,2.5465851649641987e-11,0.0,0.0,24973.438482924063,60.00000000000004,5.436780095573129e-06,60.00000000000004,2.955857780762017e-11,0.0,0.0,1
